id,objectID,title,designer_names,designers,price,sold_price,sold_price_includes_shipping,sold_shipping_price,price_drops,created_at,sold_at,bumped_at,price_updated_at,size,category,category_path,category_size,condition,color,department,location,traits,styles,badges,cover_photo_url,photo_count,measurement_count,seller_id,seller_username,seller_rating,seller_rating_count,seller_trusted,seller_total_bought_sold,marketplace,strata,buynow,makeoffer,dropped,listing_url,shipping.us.amount,shipping.us.enabled,shipping.ca.amount,shipping.ca.enabled,shipping.uk.amount,shipping.uk.enabled,shipping.eu.amount,shipping.eu.enabled,shipping.asia.amount,shipping.asia.enabled,shipping.au.amount,shipping.au.enabled,shipping.other.amount,shipping.other.enabled
86536781,86536781,Supreme Stickers Collection Book,Supreme,"[{'id': 6, 'name': 'Supreme'}]",675,550,False,0,"[750, 675]",2025-10-17T16:42:29.798Z,2026-03-04T03:55:31.914Z,2025-10-30T12:02:15.846Z,2025-12-21T17:55:26.986Z,one size,accessories,accessories.supreme,accessories.one_size,is_new,multi,menswear,United States,"[{'name': 'color', 'value': 'multi'}, {'name': 'country_of_origin', 'value': 'US'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/e1f16b57ec4b4b4d94498f042c29ef13,24,0,99123,twotimes_supreme,4.949290060851927,493,True,681,grailed,hype,True,True,True,https://grailed.com/listings/86536781,0,True,0,False,0,False,0,False,0,False,0,False,125,True
83431039,83431039,John Elliot Gray Cropped Trouser Pant,John Elliott,"[{'id': 35186, 'name': 'John Elliott'}]",24,20,False,15,"[30, 27, 24]",2025-08-09T01:11:29.965Z,2026-03-04T03:55:26.525Z,2025-08-09T01:11:17.010Z,2026-03-02T14:25:42.647Z,32,bottoms,bottoms.cropped_pants,bottoms.32,is_new,gray,menswear,United States,"[{'name': 'color', 'value': 'gray'}, {'name': 'country_of_origin', 'value': 'US'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/58cad17740c54c8698ec4e6bec1a7cf6,4,3,3499339,mtownley,5.0,7,True,29,grailed,hype,True,True,True,https://grailed.com/listings/83431039,15,True,0,False,0,False,0,False,0,False,0,False,0,False
85373664,85373664,Human Made Sundae Pocket Tee,Human Made,"[{'id': 619, 'name': 'Human Made'}]",93,93,False,9,"[104, 93]",2025-09-21T20:08:30.356Z,2026-03-04T03:55:10.516Z,2025-10-19T20:08:38.368Z,2026-03-02T05:38:03.057Z,xxl,tops,tops.short_sleeve_shirts,tops.xxl,is_gently_used,white,menswear,United States,"[{'name': 'color', 'value': 'white'}, {'name': 'country_of_origin', 'value': 'US'}]",[],[],https://media-assets.grailed.com/prd/listing/46877422/2c9c8b1d7a9d4708adf7583d59b2e7f7,5,1,21816,abridgedny,4.917735042735043,1872,True,5582,grailed,hype,True,True,True,https://grailed.com/listings/85373664,9,True,0,False,0,False,0,False,0,False,0,False,0,False
92092571,92092571,Vale Valley Dreams Blue Rainstorm Faded Denim Baggy Jeans 32,Vale,"[{'id': 36038, 'name': 'Vale'}]",230,230,False,15,[],2026-02-07T05:53:37.082Z,2026-03-04T03:54:46.099Z,2026-02-25T20:33:53.473Z,2026-02-25T20:32:24.766Z,32,bottoms,bottoms.denim,bottoms.32,is_new,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'US'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/f74ae91ead3b45ac8b0bea9c2ca8a820,4,0,13497513,Fshns,4.963414634146342,164,True,933,grailed,hype,True,True,False,https://grailed.com/listings/92092571,15,True,25,True,25,True,25,True,25,True,25,True,25,True
92585078,92585078,Chrome Hearts Matty Boy Space Longsleeve,Chrome Hearts,"[{'id': 405, 'name': 'Chrome Hearts'}]",380,325,False,9,[],2026-02-17T23:32:47.408Z,2026-03-04T03:54:35.040Z,2026-02-17T20:20:17.251Z,2026-02-17T23:32:47.408Z,l,tops,tops.long_sleeve_shirts,tops.l,is_used,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'US'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/9565be1bc214447caf8886f016e3092f,7,0,2516129,Presycee,4.294117647058823,17,False,53,grailed,grailed,True,True,False,https://grailed.com/listings/92585078,9,True,0,False,0,False,0,False,0,False,0,False,0,False
93021442,93021442,Balenciaga Arena High Top Sneaker Red Leather,Balenciaga,"[{'id': 136, 'name': 'Balenciaga'}]",270,240,False,20,[],2026-02-26T20:47:05.075Z,2026-03-04T03:54:22.378Z,2026-02-26T20:46:48.994Z,2026-02-26T20:47:05.075Z,8,footwear,footwear.hitop_sneakers,footwear.8,is_gently_used,red,menswear,United States,"[{'name': 'color', 'value': 'red'}, {'name': 'country_of_origin', 'value': 'US'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/8b598c27f6ae434eac4af6fa285832c2,10,0,3554692,Tmcresells,4.92478421701603,811,True,1314,grailed,grailed,True,True,False,https://grailed.com/listings/93021442,20,True,0,False,0,False,0,False,0,False,0,False,0,False
93231089,93231089,Maison margiela black gum sole elastic strap GATS,Maison Margiela,"[{'id': 2308, 'name': 'Maison Margiela'}]",425,425,False,15,[],2026-03-03T22:48:22.462Z,2026-03-04T03:53:59.743Z,2026-03-03T05:12:27.742Z,2026-03-03T22:48:22.462Z,9.5,footwear,footwear.leather,footwear.9.5,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'IT'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/49db23fb506e421fa90d892347598cb4,4,0,6313684,WallSt_Archive,5.0,15,True,85,grailed,grailed,True,True,False,https://grailed.com/listings/93231089,15,True,60,True,60,True,60,True,60,True,0,False,0,False
79357705,79357705,Raf Simons 18ss plaid leather shirt jacket-2505,Raf Simons,"[{'id': 39, 'name': 'Raf Simons'}]",737,600,False,0,[],2025-05-07T04:29:43.451Z,2026-03-04T03:53:58.700Z,2025-06-04T04:29:41.195Z,2025-09-25T09:15:40.467Z,l,tops,tops.button_ups,tops.l,is_gently_used,brown,menswear,Asia,"[{'name': 'color', 'value': 'brown'}, {'name': 'country_of_origin', 'value': 'IT'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/288609dc2fbf47b4a5bfd031bb574b9d,4,0,12408366,NexTarrow,4.904761904761905,756,True,1768,grailed,grailed,True,True,False,https://grailed.com/listings/79357705,0,True,0,True,0,True,0,True,0,True,0,True,0,True
92870963,92870963,BAPE Japan Exclusive Black Kanji Tee,Bape,"[{'id': 38, 'name': 'Bape'}]",55,55,False,9,[],2026-02-23T23:03:25.721Z,2026-03-04T03:53:42.101Z,2026-02-23T23:02:11.995Z,2026-02-23T23:03:25.721Z,xl,tops,tops.short_sleeve_shirts,tops.xl,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'JP'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/108fa6121e4d4e7ab4ed02fae7ffdde8,5,2,7026565,Bellskicksandclothes,5.0,20,True,77,grailed,hype,True,True,False,https://grailed.com/listings/92870963,9,True,25,False,25,False,25,False,25,False,25,False,25,False
91649721,91649721,“ Proletareart x Undercover 68 “ inspired Boro denim jeans,Undercover,"[{'id': 10, 'name': 'Undercover'}]",60,60,False,13,"[125, 60]",2026-01-29T10:09:17.430Z,2026-03-04T03:53:33.543Z,2026-01-29T10:09:04.051Z,2026-03-03T21:07:35.767Z,30,bottoms,bottoms.denim,bottoms.30,is_gently_used,multi,menswear,United States,"[{'name': 'color', 'value': 'multi'}, {'name': 'country_of_origin', 'value': 'US'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/3fc18245d5664a8c86898ea94e3f8937,10,6,3222302,Kapitalboro,4.975609756097561,41,True,119,grailed,grailed,True,True,True,https://grailed.com/listings/91649721,11,True,20,True,20,True,25,True,25,True,25,True,30,True
92311334,92311334,Chrome hearts leather gunslinger bracelet,Chrome Hearts,"[{'id': 405, 'name': 'Chrome Hearts'}]",668,600,False,7,[],2026-02-11T19:22:01.093Z,2026-03-04T03:53:11.668Z,2026-02-11T19:21:54.106Z,2026-02-11T19:22:01.093Z,one size,accessories,accessories.jewelry_watches,accessories.one_size,is_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'US'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/716bb0dca6984aebaf6d0354c8b37526,7,0,2861411,TwilightPrincess,4.888059701492537,134,True,308,grailed,grailed,True,True,False,https://grailed.com/listings/92311334,7,True,0,False,0,False,0,False,0,False,0,False,0,False
91730202,91730202,Rick Owens 02 Sparrows Cardigan,Rick Owens,"[{'id': 32, 'name': 'Rick Owens'}]",215,190,False,19,[],2026-01-30T23:39:25.084Z,2026-03-04T03:52:50.863Z,2026-02-28T18:07:58.386Z,2026-02-28T18:06:07.235Z,s,womens_tops,womens_tops.sweaters,womens_tops.s,is_gently_used,brown,womenswear,Canada,"[{'name': 'color', 'value': 'brown'}, {'name': 'country_of_origin', 'value': 'IT'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/5aaa694eac2b444aaf80f6dc921df088,5,1,533711,famdrew,4.974522292993631,157,True,311,grailed,grailed,True,True,False,https://grailed.com/listings/91730202,19,True,30,True,45,True,45,True,55,True,55,True,25,True
93284631,93284631,MA+ Engineer Boots,Ma+,"[{'id': 146, 'name': 'Ma+'}]",600,600,False,20,"[800, 600]",2026-03-04T03:29:25.502Z,2026-03-04T03:52:24.474Z,2026-03-04T03:29:09.244Z,2026-03-04T03:46:19.481Z,11,footwear,footwear.boots,footwear.11,is_used,red,menswear,United States,"[{'name': 'color', 'value': 'red'}, {'name': 'country_of_origin', 'value': 'IT'}]",['avant-garde'],[],https://media-assets.grailed.com/prd/listing/temp/8fdf0cf34d98465493e70efc64bd9219,4,0,2907262,sidebyside,4.965909090909091,88,True,243,grailed,grailed,True,True,True,https://grailed.com/listings/93284631,20,True,25,True,25,True,30,True,30,True,50,True,50,True
93171799,93171799,GREY DAY HAT - Good Condition,G59 Records,"[{'id': 34277, 'name': 'G59 Records'}]",40,30,False,9,[],2026-03-02T02:52:08.386Z,2026-03-04T03:52:07.645Z,2026-03-02T02:52:02.906Z,2026-03-02T02:52:08.386Z,one size,accessories,accessories.hats,accessories.one_size,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'US'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/c580a907988a4b0faa0dc667f7cd99d6,2,0,17751647,jspncer71578,5.0,2,False,6,grailed,basic,True,False,False,https://grailed.com/listings/93171799,9,True,50,False,50,False,50,False,50,False,50,False,50,False
71075283,71075283,Hysteric Glamour Devil Hoodies,Hysteric Glamour × Japanese Brand,"[{'id': 3442, 'name': 'Hysteric Glamour'}, {'id': 10184, 'name': 'Japanese Brand'}]",31,30,False,25,"[69, 62, 55, 49, 44, 39, 35, 31]",2024-11-26T08:18:41.636Z,2026-03-04T03:51:54.593Z,2024-11-26T08:18:29.945Z,2026-01-11T20:10:53.857Z,one size,womens_tops,womens_tops.hoodies,womens_tops.one_size,is_used,black,womenswear,Asia,"[{'name': 'color', 'value': 'black'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/634b435d193941b79a176820a1c3640c,13,2,5705692,2ND2UCK2,4.903846153846154,104,True,322,grailed,grailed,False,True,True,https://grailed.com/listings/71075283,25,True,25,True,25,True,25,True,25,True,25,True,25,True
88419977,88419977,Stile Dé Amor Graffiti Di Storia Hoodie,Other,"[{'id': 31752, 'name': 'Other'}]",135,135,False,20,"[150, 135]",2025-11-26T02:20:57.276Z,2026-03-04T03:51:32.794Z,2025-11-26T02:20:44.887Z,2025-12-12T05:32:21.091Z,m,tops,tops.sweatshirts_hoodies,tops.m,is_new,multi,menswear,United States,"[{'name': 'color', 'value': 'multi'}, {'name': 'country_of_origin', 'value': 'CN'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/ad07904dca15474d828c574064c64252,4,0,16769960,ShopVault99,4.979284369114877,531,True,1078,grailed,basic,True,False,True,https://grailed.com/listings/88419977,20,True,65,True,65,True,65,True,65,True,65,True,65,True
90048303,90048303,Distressed Studded Faded Denim 30x36 ERD Grunge,Vintage,"[{'id': 160, 'name': 'Vintage'}]",150,100,False,15,[],2025-12-28T20:35:40.020Z,2026-03-04T03:50:01.773Z,2026-01-25T20:35:47.972Z,2026-01-25T20:35:22.615Z,30,bottoms,bottoms.denim,bottoms.30,is_worn,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'US'}]",['vintage'],[],https://media-assets.grailed.com/prd/listing/temp/29ba0cedc4a64ad3b11ae71615d10da4,19,4,427167,ryandrizzt,4.928286852589641,753,True,1492,grailed,basic,True,True,False,https://grailed.com/listings/90048303,15,True,70,True,80,True,80,True,40,False,80,False,0,False
73612523,73612523,‼️LAST DROP ‼️Vtg The Chemical Brothers Britpop Band Tees,Band Tees × Vintage,"[{'id': 17603, 'name': 'Band Tees'}, {'id': 160, 'name': 'Vintage'}]",68,40,False,25,[],2025-01-17T07:42:04.798Z,2026-03-04T03:49:51.693Z,2025-02-16T06:34:49.702Z,2025-02-16T06:34:16.008Z,m,tops,tops.short_sleeve_shirts,tops.m,is_worn,blue,menswear,Asia,"[{'name': 'color', 'value': 'blue'}]",[],[],https://media-assets.grailed.com/prd/listing/16632846/98d5565d2215429db00387d43e9a4847,12,2,4608941,mannixStore91,4.878787878787879,33,True,84,grailed,basic,False,True,False,https://grailed.com/listings/73612523,25,True,25,True,25,True,25,True,25,True,25,True,25,True
89642400,89642400,Maison Margiela Future Low Triple Navy Blue,Maison Margiela,"[{'id': 2308, 'name': 'Maison Margiela'}]",382,330,False,15,"[650, 585, 526, 473, 425, 382]",2025-12-20T18:13:10.784Z,2026-03-04T03:49:18.715Z,2026-01-17T18:13:20.427Z,2026-02-28T07:45:44.913Z,12,footwear,footwear.leather,footwear.12,is_gently_used,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'IT'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/29943870211b49cb8b10b232fbc6af6e,17,0,49935,GarmentTrafficker,4.974577934825285,1698,True,3105,grailed,grailed,True,True,True,https://grailed.com/listings/89642400,15,True,30,True,30,True,30,True,30,True,30,True,30,True
92329804,92329804,CHLOE Silverado Python Phoebe Philo Era,Chloe,"[{'id': 11345, 'name': 'Chloe'}]",1080,750,False,70,"[1200, 1080]",2026-02-13T05:06:21.997Z,2026-03-04T03:48:50.983Z,2026-02-12T05:06:10.265Z,2026-02-14T04:56:39.609Z,one size,womens_bags_luggage,womens_bags_luggage.shoulder_bags,womens_bags_luggage.one_size,is_gently_used,pink,womenswear,Australia/NZ,"[{'name': 'color', 'value': 'pink'}, {'name': 'country_of_origin', 'value': 'IT'}]",['vintage'],[],https://media-assets.grailed.com/prd/listing/temp/031b57d3b2dd4c6193e3ddb23954b416,11,0,3143461,lende,5.0,6,False,19,grailed,grailed,True,True,True,https://grailed.com/listings/92329804,70,True,55,True,55,True,55,True,35,True,20,True,25,True
88246397,88246397,Burberry brit Polo shirt size large,Burberry,"[{'id': 227, 'name': 'Burberry'}]",159,100,False,9,"[230, 159]",2025-11-22T21:06:37.783Z,2026-03-04T03:48:28.238Z,2025-11-22T21:06:27.261Z,2026-02-28T03:45:06.701Z,l,tops,tops.polos,tops.l,is_gently_used,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'TR'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/e37b0652f17d470da2272123fb45b028,9,0,561600,Sugoi_heat,3.0,2,False,19,grailed,grailed,True,True,True,https://grailed.com/listings/88246397,9,True,0,False,0,False,0,False,0,False,0,False,30,True
91414248,91414248,RRL Mock Turtleneck - NWT,RRL Ralph Lauren,"[{'id': 35833, 'name': 'RRL Ralph Lauren'}]",60,36,False,9,"[119, 83, 75, 67, 60]",2026-01-24T14:52:50.146Z,2026-03-04T03:48:00.124Z,2026-01-24T14:52:41.927Z,2026-03-02T21:59:29.969Z,m,tops,tops.jerseys,tops.m,is_new,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'HK'}]",['vintage'],[],https://media-assets.grailed.com/prd/listing/temp/89b539dd6a9e490f8ad516aa93002193,4,3,7252930,dueypat1266,5.0,1,False,4,grailed,basic,True,True,True,https://grailed.com/listings/91414248,9,True,50,True,50,True,50,True,50,True,50,True,50,True
49185163,49185163,2Pcs Retro Bee Brooch Badge Broach Lapel Pin Gifts For Him,Other,"[{'id': 31752, 'name': 'Other'}]",18,15,False,3,"[21, 18]",2023-08-27T17:46:07.125Z,2026-03-04T03:47:36.039Z,2023-08-27T17:45:57.004Z,2024-08-27T18:57:44.559Z,one size,accessories,accessories.jewelry_watches,accessories.one_size,is_new,gold,menswear,Asia,"[{'name': 'color', 'value': 'gold'}, {'name': 'country_of_origin', 'value': 'CN'}]",[],[],https://media-assets.grailed.com/prd/listing/49185163/2ff6ee2c00dd4971bde8f6bc1c5d517c,5,0,8302988,OngNgoStore,4.8,20,False,79,grailed,basic,False,True,True,https://grailed.com/listings/49185163,3,True,1,True,1,True,1,True,0,True,1,True,0,True
91434080,91434080,GORE-TEX Bell Hat,Supreme,"[{'id': 6, 'name': 'Supreme'}]",79,70,False,9,"[90, 79]",2026-01-24T23:45:32.990Z,2026-03-04T03:47:26.431Z,2026-02-19T16:24:02.061Z,2026-03-03T06:46:57.236Z,one size,accessories,accessories.hats,accessories.one_size,is_gently_used,beige,menswear,United States,"[{'name': 'color', 'value': 'beige'}, {'name': 'country_of_origin', 'value': 'CN'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/72eff31f863b413698f055a41059e182,5,0,11146516,e_mes,5.0,15,True,63,grailed,hype,True,True,True,https://grailed.com/listings/91434080,9,True,25,False,25,False,25,False,25,False,25,False,25,False
82621834,82621834,Icecream jeans,Icecream,"[{'id': 1718, 'name': 'Icecream'}]",39,39,False,13,"[150, 135, 121, 108, 86, 77, 69, 62, 55, 49, 44, 39]",2025-07-22T08:01:53.220Z,2026-03-04T03:46:53.541Z,2025-07-22T08:00:47.260Z,2026-03-04T03:26:23.044Z,32,bottoms,bottoms.denim,bottoms.32,is_new,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'CN'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/b3714d27bb7542fe8ea3280d2458defe,3,5,31647,CottonmouthFactory,5.0,17,True,77,grailed,hype,True,True,True,https://grailed.com/listings/82621834,11,True,0,False,0,False,0,False,0,False,0,False,0,False
86428648,86428648,Vintage Fanmade Elliott Smith Band T-shirt,Band Tees,"[{'id': 17603, 'name': 'Band Tees'}]",35,25,False,30,"[115, 92, 55, 44, 35]",2025-10-15T04:56:21.079Z,2026-03-04T03:46:24.481Z,2025-10-30T02:08:21.288Z,2026-02-20T21:10:04.969Z,s,tops,tops.short_sleeve_shirts,tops.s,is_used,gray,menswear,Asia,"[{'name': 'color', 'value': 'gray'}, {'name': 'country_of_origin', 'value': 'ID'}]",['vintage'],[],https://media-assets.grailed.com/prd/listing/temp/3e85d6f8671a4925a691262b11512199,6,2,11459726,PAR33,4.44,25,False,92,grailed,basic,True,True,True,https://grailed.com/listings/86428648,30,True,30,True,30,True,30,True,20,True,30,True,25,True
90791938,90791938,Bee x Human made Varsity Jacket,Human Made,"[{'id': 619, 'name': 'Human Made'}]",181,160,False,20,"[250, 225, 202, 181]",2026-02-18T01:55:28.655Z,2026-03-04T03:46:06.070Z,2026-01-12T18:56:02.959Z,2026-03-03T17:45:08.482Z,l,outerwear,outerwear.bombers,outerwear.l,is_new,beige,menswear,United States,"[{'name': 'color', 'value': 'beige'}, {'name': 'country_of_origin', 'value': 'JP'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/43e1e84adc714dec920c1382ad255141,5,0,9736924,truwanghaf,,0,False,1,grailed,hype,True,True,True,https://grailed.com/listings/90791938,20,True,50,True,50,True,50,True,50,True,50,True,50,True
92396192,92396192,Cole Henry B-2 Stealth Bomber Jacket,Cole Henry,"[{'id': 40791, 'name': 'Cole Henry'}]",105,80,False,15,"[130, 117, 105]",2026-02-13T15:42:50.685Z,2026-03-04T03:46:01.153Z,2026-02-13T15:42:44.051Z,2026-02-27T20:27:09.291Z,l,tops,tops.sweatshirts_hoodies,tops.l,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'US'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/49269d4968ce4a45a5697b2b1fbe87d1,7,0,7634155,simonhavrili8247,,0,False,3,grailed,grailed,True,True,True,https://grailed.com/listings/92396192,15,True,50,True,50,True,50,True,50,True,50,True,50,True
86468543,86468543,Distressed Levi's Denim jacket,Levi's,"[{'id': 265, 'name': ""Levi's""}]",45,45,False,15,[],2025-10-16T02:54:31.264Z,2026-03-04T03:45:52.463Z,2025-10-16T02:54:14.953Z,2025-10-16T02:54:31.264Z,m,outerwear,outerwear.denim_jackets,outerwear.m,is_used,blue,menswear,Canada,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'CA'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/a5c9de9eeeae4b208af5417478eb10ad,10,2,13557160,BennettRobin,,0,False,25,grailed,basic,True,True,False,https://grailed.com/listings/86468543,24,True,15,True,45,True,45,True,55,True,55,True,25,True
90375306,90375306,Bape College Print Tee,Bape,"[{'id': 38, 'name': 'Bape'}]",80,75,False,9,[],2026-01-04T21:01:00.770Z,2026-03-04T03:45:17.050Z,2026-02-03T01:24:20.461Z,2026-02-03T01:23:58.709Z,m,tops,tops.short_sleeve_shirts,tops.m,is_gently_used,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'JP'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/eaf757e0892c4a2f9e365b32212e49fa,8,0,937690,Ragaholics,4.972727272727273,110,True,360,grailed,hype,True,True,False,https://grailed.com/listings/90375306,9,True,45,True,45,True,45,True,45,True,50,True,65,True
90375306,90375306,Bape College Print Tee,Bape,"[{'id': 38, 'name': 'Bape'}]",80,75,False,9,[],2026-01-04T21:01:00.770Z,2026-03-04T03:45:17.050Z,2026-02-03T01:24:20.461Z,2026-02-03T01:23:58.709Z,m,tops,tops.short_sleeve_shirts,tops.m,is_gently_used,blue,menswear,United States,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'JP'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/eaf757e0892c4a2f9e365b32212e49fa,8,0,937690,Ragaholics,4.972727272727273,110,True,360,grailed,hype,True,True,False,https://grailed.com/listings/90375306,9,True,45,True,45,True,45,True,45,True,50,True,65,True
91137629,91137629,Casablanca La Days T-Shirt NEW,Casablanca,"[{'id': 35911, 'name': 'Casablanca'}]",199,199,False,40,[],2026-01-19T05:38:02.632Z,2026-03-04T03:44:05.414Z,2026-02-16T05:38:23.904Z,2026-02-16T05:37:54.347Z,l,tops,tops.short_sleeve_shirts,tops.l,is_new,white,menswear,Europe,"[{'name': 'color', 'value': 'white'}, {'name': 'country_of_origin', 'value': 'PT'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/8115b817bec64793b45b2216c1ad54f9,5,0,613272,GKCarchives,4.953658536585366,820,True,1605,grailed,grailed,True,True,False,https://grailed.com/listings/91137629,40,True,40,True,30,True,30,True,40,True,40,True,40,True
92489757,92489757,Vintage Gucci Graphic Tee T-Shirt Logo,Gucci,"[{'id': 79, 'name': 'Gucci'}]",120,120,False,20,[],2026-02-15T19:41:02.896Z,2026-03-04T03:43:32.156Z,2026-03-03T18:54:12.849Z,2026-03-03T18:53:13.705Z,s,tops,tops.short_sleeve_shirts,tops.s,is_gently_used,gray,menswear,Europe,"[{'name': 'color', 'value': 'gray'}, {'name': 'country_of_origin', 'value': 'IT'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/c185348a15ff41f68c5da3a7d30bceb0,7,4,8081908,jackmichigan,4.950738916256157,203,True,632,grailed,grailed,True,True,False,https://grailed.com/listings/92489757,20,True,20,True,20,True,20,True,20,True,30,True,30,True
92080785,92080785,Chrome hearts patch joggers,Chrome Hearts,"[{'id': 405, 'name': 'Chrome Hearts'}]",3000,3000,False,0,"[5500, 4950, 4455, 3000]",2026-02-07T07:50:43.457Z,2026-03-04T03:43:09.213Z,2026-02-06T23:30:51.941Z,2026-03-04T03:25:47.862Z,30,bottoms,bottoms.sweatpants_joggers,bottoms.30,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'US'}]",['vintage'],[],https://media-assets.grailed.com/prd/listing/temp/c74483d3df734d43bc6336363f51b5b0,9,0,10004369,skinnysuckafree,,0,False,1,grailed,grailed,True,True,True,https://grailed.com/listings/92080785,0,True,50,True,50,True,50,True,50,True,50,True,50,True
86483827,86483827,SS19 Balenciaga Tab Blazer,Balenciaga,"[{'id': 136, 'name': 'Balenciaga'}]",629,500,False,20,"[699, 629]",2025-10-16T13:07:47.265Z,2026-03-04T03:42:56.527Z,2025-11-03T21:37:42.568Z,2026-01-10T23:05:43.909Z,48r,tailoring,tailoring.blazers,tailoring.48r,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'IT'}]",[],[],https://media-assets.grailed.com/prd/listing/temp/fc89245035aa42498f052eb642ebca74,6,0,13201531,Eddiewaldrons,4.8,5,False,12,grailed,grailed,True,True,True,https://grailed.com/listings/86483827,20,True,40,True,45,True,75,True,100,True,70,False,60,False
87603502,87603502,Gabriela Coll Garments - No. 197 Cupro Shirt,Gabriella Coll Garments,"[{'id': 41727, 'name': 'Gabriella Coll Garments'}]",265,225,False,65,"[365, 328, 295, 265]",2025-11-09T18:02:34.872Z,2026-03-04T03:42:32.716Z,2025-11-09T18:02:28.514Z,2026-01-15T14:08:53.812Z,m,tops,tops.button_ups,tops.m,is_gently_used,black,menswear,United States,"[{'name': 'color', 'value': 'black'}, {'name': 'country_of_origin', 'value': 'US'}]",['luxury'],[],https://media-assets.grailed.com/prd/listing/temp/17006738746c444f8dee2971fde0cccf,9,4,3545188,danielhdz13,4.82051282051282,39,False,123,grailed,grailed,True,True,True,https://grailed.com/listings/87603502,15,True,20,True,50,True,50,True,60,True,65,True,0,False
90832395,90832395,Stüssy Stussy classic Baggy Jean Jeans Denim trousers Pant,Stussy,"[{'id': 168, 'name': 'Stussy'}]",80,80,False,18,[],2026-01-13T14:55:34.827Z,2026-03-04T03:42:13.532Z,2026-01-13T12:22:09.529Z,2026-01-13T14:55:34.827Z,32,bottoms,bottoms.denim,bottoms.32,is_new,blue,menswear,Europe,"[{'name': 'color', 'value': 'blue'}, {'name': 'country_of_origin', 'value': 'TR'}]",['streetwear'],[],https://media-assets.grailed.com/prd/listing/temp/6eaa0398f43b4bf6be84479157ed1531,6,0,16134141,StealLord,4.642857142857143,14,False,47,grailed,hype,False,True,False,https://grailed.com/listings/90832395,18,True,18,True,12,True,11,True,19,True,18,True,25,True
